HIP,Star,Teff,logg,FeH,NaH,MgH,AlH,SiH,CaH,ScIH,ScIIH,TiIH,TiIIH,VH,CrIH,CrIIH,MnH,CoH,NiH
45533,HD297396,4717,4.3,0.060,0.370,0.023,0.370,0.064,0.154,0.723,-0.003,0.381,0.028,0.674,0.115,-0.073,0.080,0.293,0.119
21963,HD29980,6019,4.71,0.120,0.080,0.075,0.055,0.097,0.143,0.060,0.015,0.143,0.107,0.229,0.174,0.150,0.088,0.117,0.092
21865,HD29985,4678,4.39,-0.220,0.420,-0.280,0.075,-0.259,0.067,0.680,-0.183,0.188,-0.225,0.489,-0.113,-0.523,-0.250,0.004,-0.172
21821,HD30053,6139,4.51,-0.220,-0.210,-0.220,-0.480,-0.240,-0.181,-0.013,-0.187,-0.187,-0.183,-0.224,-0.198,-0.233,-0.290,-0.180,-0.239
21850,HD30177,5601,4.34,0.370,0.500,0.427,0.445,0.378,0.285,0.443,0.510,0.385,0.368,0.534,0.366,0.343,0.515,0.543,0.437
21960,HD30278,5394,4.39,-0.170,-0.195,-0.113,-0.070,-0.137,-0.138,-0.120,-0.147,-0.062,-0.132,-0.041,-0.154,-0.190,-0.198,-0.150,-0.197
21731,HD30306,5529,4.32,0.170,0.195,0.233,0.245,0.201,0.124,0.217,0.165,0.220,0.228,0.284,0.192,0.157,0.230,0.240,0.190
22288,HD30523,4662,4.57,-0.160,-0.090,-0.243,-0.055,-0.219,-0.190,0.333,-0.250,0.065,-0.220,0.338,-0.120,-0.423,-0.313,-0.099,-0.166
22320,HD30669,5400,4.37,0.130,0.125,0.140,0.250,0.112,0.113,0.203,0.192,0.237,0.147,0.354,0.148,0.097,0.188,0.229,0.143
22481,HD30858,5182,4.45,-0.130,-0.100,-0.137,-0.065,-0.135,-0.099,-0.043,-0.200,-0.007,-0.162,0.064,-0.080,-0.123,-0.143,-0.091,-0.166
47490,HD309701,4814,4.39,-0.300,-0.170,-0.263,-0.175,-0.305,-0.153,0.013,-0.328,-0.017,-0.280,0.275,-0.220,-0.433,-0.340,-0.236,-0.315
22589,HD31103,6078,4.49,0.090,0.085,0.050,0.055,0.083,0.109,0.123,0.087,0.093,0.077,0.066,0.103,0.097,0.012,0.061,0.079
22632,HD31128,6096,4.9,-1.390,99.990,-1.140,99.990,-1.163,-1.098,99.990,-1.340,-1.046,-1.045,99.990,-1.431,-1.370,-1.800,99.990,-1.428
22905,HD31527,5898,4.45,-0.170,-0.130,-0.120,-0.155,-0.135,-0.118,-0.083,-0.130,-0.115,-0.123,-0.184,-0.175,-0.153,-0.250,-0.155,-0.180
22563,HD31532,5896,4.07,-0.080,-0.065,-0.020,-0.010,-0.054,-0.024,-0.067,0.015,-0.025,0.030,-0.061,-0.098,-0.097,-0.123,-0.093,-0.077
22907,HD31560,4751,4.33,-0.070,0.115,-0.130,0.120,-0.047,0.039,0.430,-0.112,0.158,-0.140,0.484,-0.010,-0.157,-0.115,0.066,-0.041
23128,HD31822,6042,4.57,-0.190,-0.250,-0.190,-0.265,-0.182,-0.138,-0.153,-0.192,-0.147,-0.152,-0.243,-0.193,-0.160,-0.298,-0.251,-0.241
2747,HD3220,5846,4.51,-0.220,-0.240,-0.187,-0.245,-0.206,-0.173,-0.227,-0.205,-0.161,-0.180,-0.245,-0.213,-0.210,-0.310,-0.261,-0.270
2787,HD3229,6583,4.14,-0.090,-0.075,-0.017,-0.260,-0.085,-0.018,-0.020,-0.072,-0.022,-0.072,-0.054,-0.107,-0.097,-0.175,-0.080,-0.147
85774,HD323631,4984,4.44,-0.280,-0.235,-0.277,-0.215,-0.291,-0.237,-0.130,-0.313,-0.113,-0.307,0.140,-0.234,-0.313,-0.338,-0.221,-0.299
87658,HD324492,4962,4.15,-0.270,-0.050,-0.027,0.145,-0.172,-0.095,0.173,-0.232,0.153,-0.248,0.438,-0.107,-0.363,-0.195,-0.030,-0.204
82434,HD326267,4719,4.31,-0.260,-0.055,-0.057,0.170,-0.278,-0.080,0.543,-0.195,0.189,-0.210,0.521,-0.145,-0.187,-0.420,-0.047,-0.226
23627,HD32724,5818,4.26,-0.170,-0.155,-0.067,-0.075,-0.106,-0.093,-0.103,-0.063,-0.073,-0.043,-0.150,-0.174,-0.167,-0.290,-0.157,-0.192
23553,HD32804,5910,4.53,0.060,-0.010,0.060,-0.015,0.025,0.100,0.070,0.033,0.085,0.047,0.073,0.097,0.067,-0.035,-0.001,0.006
84754,HD329788,5151,4.35,-0.080,0.045,-0.040,0.325,-0.026,-0.043,0.157,0.062,0.177,-0.060,0.378,-0.064,-0.047,-0.078,0.067,-0.068
77517,HD330075,5025,4.32,0.030,0.190,0.123,0.260,0.100,0.034,0.420,0.098,0.274,0.045,0.595,0.064,-0.043,0.060,0.259,0.065
23816,HD33081,6399,4.56,-0.160,-0.090,0.010,-0.115,-0.033,-0.118,0.175,-0.045,-0.091,-0.070,-0.204,-0.154,-0.130,-0.260,-0.092,-0.178
23926,HD33473A,5740,3.97,-0.130,-0.130,-0.090,-0.085,-0.106,-0.075,-0.123,-0.055,-0.092,-0.037,-0.135,-0.147,-0.113,-0.220,-0.166,-0.152
24210,HD33725,5274,4.41,-0.170,-0.110,-0.133,-0.090,-0.140,-0.148,-0.113,-0.205,-0.065,-0.193,0.027,-0.143,-0.170,-0.150,-0.114,-0.165
24110,HD33811,5554,4.39,0.300,0.400,0.280,0.365,0.276,0.244,0.363,0.408,0.357,0.333,0.489,0.304,0.333,0.463,0.466,0.373
24176,HD33822,5726,4.29,0.260,0.430,0.350,0.305,0.277,0.210,0.323,0.357,0.267,0.273,0.351,0.246,0.203,0.320,0.397,0.311
24344,HD34327,5883,4.2,-0.060,-0.015,-0.037,-0.035,-0.018,-0.037,0.017,0.018,-0.015,0.008,-0.053,-0.072,-0.067,-0.090,-0.081,-0.068
22504,HD34449,5848,4.5,-0.090,-0.125,-0.087,-0.115,-0.098,-0.082,-0.097,-0.102,-0.070,-0.076,-0.105,-0.082,-0.100,-0.175,-0.120,-0.132
24777,HD34688,5169,4.44,-0.200,-0.150,-0.163,-0.095,-0.159,-0.193,-0.107,-0.212,-0.085,-0.173,0.064,-0.187,-0.197,-0.203,-0.153,-0.209
3028,HD3569,5155,4.54,-0.320,-0.260,-0.307,-0.230,-0.276,-0.304,-0.210,-0.307,-0.151,-0.283,-0.040,-0.295,-0.293,-0.353,-0.259,-0.331
25421,HD35854,4928,4.46,-0.130,-0.065,-0.133,-0.045,-0.142,-0.123,0.093,-0.180,0.040,-0.133,0.324,-0.117,-0.113,-0.133,-0.064,-0.126
25623,HD36003,4647,4.31,-0.200,0.030,-0.123,0.190,-0.166,-0.119,0.590,-0.128,0.210,-0.052,0.451,-0.109,-0.235,-0.218,-0.007,-0.180
25461,HD36051,6118,4.63,-0.080,-0.160,-0.127,-0.325,-0.110,-0.061,-0.090,-0.122,-0.068,-0.080,-0.165,-0.086,-0.060,-0.163,-0.177,-0.148
669,HD361,5913,4.6,-0.120,-0.155,-0.113,-0.160,-0.113,-0.080,-0.057,-0.117,-0.065,-0.080,-0.123,-0.096,-0.120,-0.155,-0.159,-0.155
25616,HD36108,5916,4.33,-0.210,-0.225,-0.153,-0.170,-0.175,-0.142,-0.153,-0.135,-0.152,-0.132,-0.239,-0.208,-0.203,-0.330,-0.243,-0.240
24542,HD36179,5327,4.45,-0.080,-0.085,-0.090,-0.125,-0.103,-0.037,-0.037,-0.108,0.032,-0.093,0.140,-0.059,-0.067,-0.075,-0.027,-0.087
25840,HD36379,6030,4.3,-0.170,-0.125,-0.127,-0.185,-0.123,-0.118,-0.100,-0.110,-0.137,-0.112,-0.194,-0.179,-0.150,-0.228,-0.191,-0.181
26079,HD37226,6178,4.16,-0.120,-0.085,-0.093,-0.155,-0.081,-0.038,-0.030,-0.033,-0.053,-0.022,-0.115,-0.146,-0.090,-0.215,-0.163,-0.147
26534,HD37548,5950,4.26,-0.040,0.085,-0.013,0.010,-0.011,-0.028,0.050,0.017,-0.033,-0.018,-0.026,-0.055,-0.027,-0.065,0.007,-0.032
26737,HD37962,5718,4.48,-0.200,-0.235,-0.193,-0.210,-0.192,-0.157,-0.210,-0.223,-0.157,-0.208,-0.206,-0.186,-0.183,-0.278,-0.246,-0.252
26834,HD37986,5507,4.29,0.260,0.420,0.303,0.305,0.273,0.214,0.350,0.303,0.300,0.218,0.438,0.266,0.220,0.390,0.404,0.316
26722,HD37990,6215,4.56,0.000,0.040,-0.080,-0.125,-0.003,0.031,-0.030,-0.018,-0.018,-0.005,-0.073,0.015,0.043,-0.065,-0.066,-0.053
26787,HD38078,5651,4.47,-0.290,-0.245,-0.217,-0.250,-0.256,-0.215,-0.290,-0.222,-0.200,-0.247,-0.298,-0.273,-0.283,-0.353,-0.257,-0.302
3181,HD3808,5572,4.46,-0.170,-0.175,-0.133,-0.080,-0.153,-0.113,-0.137,-0.193,-0.095,-0.158,-0.114,-0.135,-0.127,-0.243,-0.161,-0.204
3170,HD3823,6022,4.31,-0.280,-0.235,-0.177,-0.250,-0.204,-0.194,-0.160,-0.183,-0.185,-0.188,-0.266,-0.277,-0.260,-0.360,-0.247,-0.282
26977,HD38265,5549,4.43,-0.140,-0.130,-0.057,-0.035,-0.106,-0.096,-0.100,-0.078,-0.065,-0.102,-0.080,-0.141,-0.163,-0.163,-0.099,-0.145
27058,HD38277,5871,4.34,-0.070,-0.100,-0.010,-0.050,-0.048,-0.038,-0.017,-0.018,-0.040,-0.038,-0.088,-0.064,-0.043,-0.125,-0.094,-0.091
26883,HD38355,5314,4.35,0.090,0.200,0.100,0.180,0.117,0.048,0.163,0.057,0.150,0.023,0.346,0.111,0.170,0.180,0.228,0.113
27075,HD38382,6082,4.45,0.030,0.030,0.037,-0.025,0.018,0.051,0.027,0.042,0.017,0.013,-0.021,0.021,0.023,-0.005,-0.021,0.008
26981,HD38385,7212,4.61,0.090,0.240,-0.087,-0.150,0.020,0.138,99.990,0.150,0.186,0.127,99.990,0.104,0.053,0.050,0.027,0.036
27128,HD38510,5914,4.32,-0.810,-0.670,-0.507,-0.650,-0.571,-0.561,99.990,-0.654,-0.520,-0.518,-0.673,-0.816,-0.763,-1.023,-0.673,-0.782
27281,HD38772,6106,4.37,-0.230,-0.210,-0.177,-0.250,-0.202,-0.123,-0.160,-0.147,-0.165,-0.150,-0.239,-0.248,-0.210,-0.350,-0.208,-0.270
27435,HD38858,5733,4.51,-0.220,-0.210,-0.183,-0.220,-0.191,-0.180,-0.167,-0.200,-0.160,-0.187,-0.218,-0.216,-0.237,-0.283,-0.231,-0.245
27244,HD38973,6016,4.42,0.050,0.085,0.030,0.015,0.058,0.063,0.103,0.052,0.049,0.060,0.025,0.049,0.043,0.040,0.039,0.057
26394,HD39091,6003,4.42,0.090,0.140,0.117,0.070,0.103,0.108,0.147,0.117,0.101,0.088,0.076,0.091,0.053,0.113,0.090,0.103
27080,HD39194,5205,4.53,-0.610,-0.495,-0.313,-0.300,-0.437,-0.423,-0.363,-0.458,-0.240,-0.398,-0.269,-0.538,-0.573,-0.755,-0.461,-0.572
27578,HD39427,5682,4.52,-0.180,-0.205,-0.180,-0.205,-0.176,-0.161,-0.187,-0.220,-0.130,-0.175,-0.156,-0.168,-0.140,-0.223,-0.237,-0.229
3311,HD3964,5729,4.5,0.050,0.060,0.033,0.035,0.032,0.047,0.083,0.052,0.061,0.057,0.094,0.061,0.057,0.128,0.099,0.053
27896,HD40105,5137,3.85,0.060,0.250,0.133,0.200,0.096,0.055,0.200,0.115,0.186,0.203,0.400,0.076,0.070,0.173,0.234,0.083
3342,HD4021,5831,4.71,0.020,-0.040,-0.063,-0.160,0.012,0.101,0.083,-0.048,0.080,0.012,0.105,0.054,-0.023,-0.048,-0.071,-0.037
27887,HD40307,4977,4.47,-0.310,-0.200,-0.150,-0.080,-0.316,-0.137,0.100,-0.325,0.050,-0.355,0.298,-0.192,-0.385,-0.293,-0.211,-0.325
28267,HD40397,5527,4.39,-0.130,-0.055,0.020,0.055,-0.053,-0.074,0.000,-0.023,0.036,-0.018,0.029,-0.099,-0.107,-0.168,-0.031,-0.116
28150,HD40483,6371,4.39,-0.060,-0.025,-0.063,-0.200,-0.045,-0.018,-0.010,0.010,0.018,0.055,-0.047,-0.097,-0.037,-0.138,-0.096,-0.092
28193,HD40503,4953,4.29,-0.030,0.375,-0.040,-0.125,-0.052,0.011,0.010,-0.267,0.043,-0.097,0.284,0.009,0.107,-0.010,-0.034,-0.080
28403,HD40865,5719,4.5,-0.380,-0.380,-0.273,-0.275,-0.311,-0.298,-0.283,-0.318,-0.269,-0.283,-0.353,-0.378,-0.347,-0.483,-0.374,-0.401
28518,HD41087,5562,4.52,-0.130,-0.200,-0.163,-0.220,-0.157,-0.070,-0.173,-0.210,-0.091,-0.128,-0.095,-0.102,-0.110,-0.203,-0.194,-0.188
28460,HD41248,5713,4.49,-0.370,-0.310,-0.297,-0.340,-0.332,-0.312,-0.320,-0.360,-0.315,-0.325,-0.393,-0.357,-0.343,-0.463,-0.374,-0.382
28604,HD41323,5756,4.56,-0.310,-0.320,-0.280,-0.345,-0.275,-0.253,-0.297,-0.297,-0.263,-0.260,-0.329,-0.309,-0.277,-0.418,-0.344,-0.352
3479,HD4208,5599,4.44,-0.280,-0.255,-0.210,-0.180,-0.234,-0.261,-0.230,-0.222,-0.210,-0.232,-0.249,-0.277,-0.293,-0.333,-0.259,-0.299
28964,HD42505,4738,4.4,-0.220,-0.020,-0.243,-0.015,-0.276,-0.032,0.390,-0.300,0.152,-0.173,0.430,-0.116,-0.380,-0.285,-0.076,-0.226
3559,HD4307,5812,4.1,-0.230,-0.220,-0.117,-0.180,-0.169,-0.149,-0.160,-0.143,-0.157,-0.120,-0.233,-0.234,-0.180,-0.303,-0.219,-0.242
3497,HD4308,5644,4.38,-0.340,-0.230,-0.087,-0.075,-0.171,-0.183,-0.150,-0.173,-0.116,-0.127,-0.193,-0.313,-0.313,-0.495,-0.206,-0.296
29550,HD43197,5449,4.3,0.360,0.545,0.373,0.465,0.382,0.273,0.457,0.483,0.393,0.320,0.579,0.373,0.313,0.493,0.557,0.433
29788,HD44120,6052,4.25,0.120,0.180,0.113,0.115,0.140,0.138,0.150,0.185,0.119,0.158,0.109,0.110,0.207,0.138,0.136,0.142
30114,HD44219,5766,4.2,0.040,0.020,0.087,0.090,0.050,0.058,0.067,0.077,0.069,0.080,0.034,0.042,0.023,0.023,0.039,0.018
30243,HD44420,5818,4.37,0.290,0.495,0.320,0.350,0.346,0.230,0.407,0.388,0.310,0.284,0.374,0.304,0.220,0.415,0.427,0.372
29673,HD44447,5999,4.37,-0.220,-0.190,-0.127,-0.230,-0.176,-0.170,-0.160,-0.157,-0.178,-0.163,-0.238,-0.233,-0.180,-0.325,-0.228,-0.235
3579,HD4457,5015,4.53,-0.370,-0.235,-0.293,-0.225,-0.320,-0.301,-0.103,-0.400,-0.175,-0.398,0.065,-0.315,-0.410,-0.430,-0.304,-0.360
30225,HD44573,5071,4.48,-0.070,-0.015,-0.080,-0.030,-0.066,-0.033,0.067,-0.100,0.047,-0.127,0.289,-0.025,-0.077,-0.080,-0.019,-0.078
30104,HD44594,5840,4.38,0.150,0.195,0.180,0.185,0.177,0.157,0.220,0.210,0.175,0.162,0.188,0.158,0.093,0.180,0.187,0.179
30260,HD44804,5366,4.48,0.030,0.145,0.003,0.030,0.061,0.036,0.057,0.002,0.081,0.002,0.165,0.060,0.067,0.043,0.020,0.008
30503,HD45184,5869,4.47,0.040,0.050,0.077,0.035,0.045,0.064,0.093,0.050,0.074,0.072,0.049,0.052,0.000,0.000,0.047,0.039
30476,HD45289,5717,4.32,-0.020,0.020,0.087,0.110,0.039,0.033,0.073,0.105,0.082,0.104,0.051,-0.008,-0.023,-0.082,0.054,-0.011
30579,HD45364,5434,4.38,-0.170,-0.080,-0.080,-0.065,-0.114,-0.135,-0.103,-0.138,-0.084,-0.163,-0.049,-0.143,-0.173,-0.143,-0.111,-0.155
726,HD457,6089,4.43,0.340,0.525,0.313,0.335,0.357,0.291,0.387,0.395,0.336,0.350,0.379,0.328,0.243,0.430,0.423,0.416
3704,HD4597,6025,4.43,-0.390,-0.345,-0.300,-0.530,-0.339,-0.298,-0.370,-0.273,-0.284,-0.313,-0.396,-0.397,-0.367,-0.525,-0.381,-0.415
30979,HD45977,4689,4.3,0.030,0.515,-0.340,0.210,0.049,0.113,0.623,-0.123,0.290,-0.010,0.600,0.120,-0.103,0.010,0.169,0.057
31540,HD47186,5675,4.36,0.230,0.470,0.280,0.285,0.253,0.188,0.313,0.297,0.267,0.255,0.321,0.252,0.233,0.335,0.347,0.304
31712,HD48115,5825,4.48,-0.190,-0.230,-0.173,-0.180,-0.186,-0.132,-0.130,-0.208,-0.142,-0.178,-0.214,-0.179,-0.190,-0.285,-0.233,-0.246
3879,HD4838,4704,4.63,-0.210,-0.100,-0.230,-0.120,-0.258,-0.075,0.350,-0.315,0.072,-0.082,0.393,-0.144,-0.387,-0.380,-0.113,-0.220
31692,HD48611,5337,4.51,-0.360,-0.305,-0.243,-0.275,-0.307,-0.307,-0.297,-0.318,-0.227,-0.318,-0.230,-0.327,-0.337,-0.415,-0.313,-0.370
32103,HD49035,5640,4.35,0.240,0.390,0.313,0.315,0.272,0.188,0.350,0.277,0.275,0.216,0.366,0.253,0.267,0.313,0.376,0.292
3979,HD4915,5658,4.52,-0.210,-0.200,-0.150,-0.180,-0.179,-0.172,-0.153,-0.212,-0.126,-0.170,-0.166,-0.182,-0.197,-0.278,-0.203,-0.232
33037,HD50590,4870,4.39,-0.220,-0.115,-0.093,-0.010,-0.171,-0.140,0.197,-0.215,0.091,-0.168,0.384,-0.153,-0.297,-0.240,-0.124,-0.233
33094,HD50806,5633,4.11,0.030,0.095,0.197,0.210,0.123,0.096,0.170,0.190,0.171,0.092,0.149,0.041,0.010,0.018,0.171,0.070
33229,HD51608,5358,4.36,-0.070,-0.065,0.020,0.060,-0.019,0.002,0.020,-0.045,0.054,-0.017,0.133,-0.040,-0.070,-0.070,-0.009,-0.069
33582,HD51754,5848,4.49,-0.550,-0.470,-0.293,-0.395,-0.376,-0.363,-0.353,-0.355,-0.290,-0.278,-0.425,-0.557,-0.487,-0.733,-0.434,-0.523
33719,HD52265,6136,4.36,0.210,0.255,0.180,0.175,0.222,0.217,0.280,0.265,0.211,0.225,0.186,0.201,0.240,0.240,0.181,0.224
33072,HD52449,6362,4.55,0.120,0.090,0.027,0.010,0.111,0.142,0.203,0.115,0.125,0.115,0.110,0.121,0.160,0.110,0.086,0.091
33955,HD52919,4698,4.37,-0.170,-0.110,-0.190,-0.005,-0.149,-0.101,0.320,-0.203,0.034,-0.193,0.344,-0.125,-0.243,-0.225,-0.037,-0.143
4310,HD5349,5092,3.88,0.430,0.525,0.450,0.585,0.479,0.340,0.773,0.557,0.523,0.397,0.910,0.418,0.447,0.583,0.819,0.491
4311,HD5388,6311,4.24,-0.280,0.170,-0.353,-0.390,-0.216,-0.175,99.990,-0.190,-0.158,-0.178,-0.275,-0.303,-0.260,-0.360,-0.315,-0.297
34409,HD54521,5973,4.54,-0.010,-0.025,-0.010,-0.065,-0.035,-0.022,-0.060,-0.025,-0.003,-0.022,-0.054,-0.001,-0.033,-0.103,-0.054,-0.041
436,HD55,4679,4.51,-0.660,-0.480,-0.567,-0.415,-0.634,-0.471,-0.033,-0.563,-0.293,-0.673,0.060,-0.546,-0.687,-0.753,-0.517,-0.663
34879,HD55693,5914,4.43,0.290,0.515,0.337,0.650,0.325,0.363,0.577,0.397,0.409,0.363,0.523,0.389,0.210,0.443,0.471,0.526
35139,HD56274,5734,4.51,-0.540,-0.465,-0.457,-0.450,-0.476,-0.463,-0.460,-0.487,-0.460,-0.475,-0.540,-0.547,-0.527,-0.653,-0.523,-0.556
34961,HD56380,5317,4.35,-0.420,-0.285,-0.177,-0.125,-0.269,-0.257,-0.267,-0.312,-0.158,-0.265,-0.186,-0.384,-0.377,-0.528,-0.298,-0.405
801,HD564,5902,4.53,-0.200,-0.210,-0.163,-0.235,-0.182,-0.150,-0.190,-0.180,-0.150,-0.152,-0.220,-0.191,-0.163,-0.288,-0.234,-0.241
35651,HD57568,4821,4.51,-0.470,-0.245,-0.407,-0.275,-0.489,-0.317,0.107,-0.455,-0.043,-0.162,0.240,-0.324,-0.617,-0.548,-0.333,-0.452
35902,HD58489,4800,4.33,0.100,0.295,0.180,0.345,0.149,0.226,0.683,0.158,0.329,0.102,0.688,0.112,0.035,0.100,0.355,0.142
35985,HD58676,5104,4.37,-0.020,0.020,-0.030,0.075,-0.023,-0.030,0.077,-0.083,0.062,-0.048,0.305,0.011,-0.037,0.020,0.017,-0.030
36210,HD59468,5618,4.39,0.030,0.085,0.080,0.100,0.046,0.022,0.090,0.062,0.071,0.052,0.101,0.048,0.000,0.060,0.087,0.055
36512,HD59711A,5722,4.46,-0.120,-0.100,-0.087,-0.110,-0.111,-0.092,-0.117,-0.112,-0.094,-0.095,-0.120,-0.115,-0.120,-0.185,-0.133,-0.131
36640,HD59984,5962,4.18,-0.690,-0.655,-0.520,-0.665,-0.551,-0.522,-0.540,-0.558,-0.523,-0.508,-0.678,-0.706,-0.640,-0.895,-0.695,-0.707
36964,HD61051,5363,4.37,-0.100,-0.005,0.097,0.145,-0.002,-0.013,0.070,0.030,0.092,-0.004,0.148,-0.089,-0.123,-0.088,0.040,-0.077
37233,HD61383,5716,4.2,-0.490,-0.430,-0.190,-0.220,-0.266,-0.243,-0.323,-0.248,-0.181,-0.185,-0.333,-0.484,-0.470,-0.705,-0.358,-0.446
37171,HD61447,5637,4.37,0.170,0.350,0.103,0.280,0.190,0.142,0.227,0.248,0.190,0.107,0.290,0.188,0.123,0.358,0.333,0.244
37240,HD61902,6209,4.38,-0.620,-0.530,-0.500,-0.610,-0.509,-0.503,99.990,-0.482,-0.456,-0.452,-0.568,-0.610,-0.590,-0.788,-0.553,-0.640
37419,HD61986,5725,4.48,-0.340,-0.330,-0.260,-0.235,-0.286,-0.268,-0.300,-0.267,-0.248,-0.265,-0.346,-0.333,-0.317,-0.450,-0.327,-0.354
37520,HD62128,5828,4.22,0.330,0.465,0.340,0.320,0.337,0.266,0.350,0.357,0.295,0.345,0.353,0.325,0.273,0.410,0.383,0.360
36941,HD62364,6255,4.47,-0.110,-0.125,0.217,-0.225,-0.063,-0.062,0.013,-0.022,-0.085,-0.025,-0.088,-0.133,-0.070,-0.218,-0.189,-0.141
37683,HD62847,5362,4.48,-0.250,-0.295,-0.240,-0.235,-0.241,-0.218,-0.220,-0.275,-0.165,-0.240,-0.143,-0.228,-0.220,-0.310,-0.289,-0.295
37284,HD63454,4840,4.3,0.060,0.205,-0.033,0.200,0.101,0.098,0.360,0.035,0.198,0.027,0.514,0.062,0.007,0.048,0.146,0.084
5031,HD6348,5107,4.51,-0.560,-0.555,-0.387,-0.410,-0.480,-0.437,-0.460,-0.525,-0.334,-0.485,-0.306,-0.535,-0.493,-0.680,-0.443,-0.585
37930,HD63685,5497,4.05,0.000,0.090,0.140,0.200,0.098,0.052,0.093,0.150,0.132,0.217,0.145,0.001,-0.030,0.095,0.140,0.030
38216,HD63754,6200,4.21,0.210,0.410,0.210,0.215,0.224,0.171,0.227,0.288,0.220,0.223,0.259,0.185,0.163,0.248,0.242,0.258
38041,HD63765,5432,4.42,-0.160,-0.150,-0.123,-0.150,-0.149,-0.120,-0.153,-0.210,-0.105,-0.175,-0.086,-0.135,-0.167,-0.193,-0.173,-0.197
38531,HD64640,5174,4.31,0.180,0.370,0.280,0.295,0.240,0.154,0.313,0.183,0.246,0.133,0.544,0.197,0.183,0.273,0.400,0.222
38558,HD65216,5612,4.44,-0.170,-0.180,-0.130,-0.155,-0.166,-0.124,-0.173,-0.213,-0.118,-0.163,-0.155,-0.141,-0.183,-0.205,-0.197,-0.207
38931,HD65277,4802,4.43,-0.310,-0.150,-0.243,-0.050,-0.258,-0.170,0.227,-0.287,0.030,-0.312,0.319,-0.197,-0.390,-0.365,-0.160,-0.293
38998,HD65562,5076,4.39,-0.100,0.010,-0.007,0.115,-0.031,0.008,0.167,-0.077,0.133,0.030,0.394,-0.048,-0.147,-0.103,0.044,-0.101
38908,HD65907A,5945,4.52,-0.310,-0.205,-0.047,-0.090,-0.129,-0.136,-0.120,-0.095,-0.093,-0.075,-0.204,-0.307,-0.250,-0.505,-0.198,-0.271
39071,HD65982,5947,4.42,-0.100,-0.055,-0.090,-0.030,-0.087,-0.077,-0.027,-0.027,-0.075,-0.065,-0.148,-0.121,-0.087,-0.128,-0.097,-0.096
39102,HD66039,6149,4.52,0.170,0.100,0.117,0.095,0.134,0.178,0.187,0.143,0.161,0.122,0.141,0.163,0.187,0.103,0.099,0.137
39039,HD66040,5226,4.34,0.350,0.535,0.363,0.460,0.390,0.275,0.540,0.415,0.440,0.363,0.769,0.341,0.347,0.485,0.623,0.422
38765,HD66168,6198,4.69,-0.030,-0.155,-0.170,-0.135,-0.059,-0.018,-0.127,-0.035,-0.028,-0.010,-0.066,-0.034,-0.003,-0.073,-0.153,-0.069
39298,HD66221,5635,4.4,0.170,0.265,0.217,0.260,0.201,0.145,0.260,0.262,0.239,0.245,0.305,0.188,0.163,0.223,0.290,0.218
39088,HD66340,5284,4.36,0.030,0.120,0.057,0.125,0.039,0.025,0.120,0.028,0.118,-0.015,0.289,0.059,-0.017,0.077,0.130,0.069
39417,HD66428,5705,4.31,0.250,0.435,0.550,0.325,0.305,0.215,0.370,0.307,0.270,0.235,0.337,0.261,0.253,0.413,0.383,0.320
5224,HD6673,4960,4.49,-0.260,-0.190,-0.230,-0.155,-0.236,-0.183,-0.033,-0.272,-0.036,-0.300,0.190,-0.214,-0.307,-0.310,-0.217,-0.277
39468,HD66740,6666,4.49,0.040,0.055,-0.135,-0.270,0.038,0.055,0.370,0.008,0.048,0.012,0.075,0.038,0.010,-0.018,-0.045,-0.008
39491,HD66838,5392,4.29,0.030,0.075,0.180,0.065,0.041,0.033,0.053,-0.017,0.101,0.012,0.190,0.042,-0.033,0.078,0.104,0.037
459,HD67,5746,4.56,0.030,0.040,0.010,-0.005,0.006,0.030,0.057,0.002,0.056,0.015,0.072,0.057,-0.003,-0.005,-0.001,-0.008
5301,HD6718,5723,4.44,-0.070,-0.050,-0.080,-0.060,-0.083,-0.057,-0.040,-0.087,-0.055,-0.053,-0.076,-0.071,-0.017,-0.073,-0.073,-0.081
39242,HD67200,6105,4.44,0.320,0.420,0.187,0.295,0.380,0.280,0.373,0.380,0.301,0.322,0.328,0.313,0.280,0.570,0.357,0.362
5280,HD6735,6082,4.49,-0.060,-0.065,-0.060,-0.135,-0.036,-0.015,-0.013,-0.048,-0.036,-0.048,-0.098,-0.068,-0.050,-0.135,-0.116,-0.093
39710,HD67458,5891,4.53,-0.160,-0.195,-0.130,-0.140,-0.130,-0.099,-0.083,-0.107,-0.090,-0.102,-0.147,-0.147,-0.157,-0.238,-0.163,-0.179
39911,HD68089,5597,4.53,-0.770,-0.725,-0.383,-0.570,-0.596,-0.554,-0.585,-0.598,-0.515,-0.540,-0.663,-0.732,-0.697,-1.015,-0.649,-0.764
40136,HD68284,5933,4.08,-0.500,-0.430,-0.397,-0.525,-0.417,-0.370,-0.345,-0.357,-0.365,-0.335,-0.453,-0.536,-0.463,-0.675,-0.471,-0.511
40110,HD68287,6318,4.63,0.060,0.085,-0.023,-0.050,0.047,0.078,0.120,0.153,0.083,0.080,0.054,0.036,0.030,0.020,-0.030,0.060
40072,HD68607,5215,4.41,0.070,0.140,0.107,0.135,0.094,0.079,0.167,0.052,0.165,0.077,0.365,0.108,0.027,0.133,0.146,0.080
