HIP,Star,Teff,logg,FeH,NaH,MgH,AlH,SiH,CaH,ScIH,ScIIH,TiIH,TiIIH,VH,CrIH,CrIIH,MnH,CoH,NiH
7539,HD10002,5313,4.4,0.170,0.270,0.213,0.300,0.202,0.120,0.360,0.275,0.296,0.185,0.515,0.195,0.117,0.283,0.350,0.216
56278,HD100289,5483,4.42,0.030,0.135,0.063,0.100,0.051,0.018,0.087,0.083,0.105,0.008,0.223,0.032,0.013,0.113,0.141,0.060
56363,HD100508,5449,4.42,0.390,0.600,0.363,0.460,0.433,0.294,0.557,0.557,0.471,0.502,0.709,0.408,0.340,0.533,0.634,0.482
56572,HD100777,5536,4.33,0.250,0.400,0.287,0.330,0.336,0.215,0.323,0.318,0.287,0.325,0.415,0.261,0.210,0.398,0.383,0.316
56884,HD101339,5731,4.48,-0.100,-0.095,-0.093,-0.095,-0.086,-0.078,-0.127,-0.098,-0.078,-0.077,-0.081,-0.088,-0.100,-0.080,-0.093,-0.120
56907,HD101367,5615,4.38,0.290,0.495,0.297,0.375,0.320,0.234,0.383,0.388,0.326,0.400,0.450,0.281,0.247,0.423,0.489,0.361
56998,HD101581,4738,4.46,-0.520,-0.295,-0.483,-0.260,-0.518,-0.304,0.107,-0.540,-0.129,-0.457,0.133,-0.381,-0.667,-0.600,-0.393,-0.514
57017,HD101612,6281,4.41,-0.360,-0.345,-0.377,-0.530,-0.342,-0.293,-0.130,-0.323,-0.301,-0.338,-0.300,-0.380,-0.360,-0.533,-0.315,-0.411
57051,HD101644,5678,4.58,-0.560,-0.485,-0.500,-0.540,-0.521,-0.494,-0.563,-0.505,-0.473,-0.507,-0.558,-0.556,-0.490,-0.685,-0.559,-0.589
57039,HD101650,4626,4.29,-0.450,-0.085,-0.297,0.025,-0.436,-0.093,0.517,-0.363,0.118,-0.342,0.375,-0.253,-0.535,-0.515,-0.214,-0.415
7687,HD10166,5221,4.48,-0.390,-0.325,-0.283,-0.275,-0.340,-0.311,-0.303,-0.422,-0.223,-0.337,-0.198,-0.356,-0.420,-0.450,-0.337,-0.416
7599,HD10180,5911,4.39,0.080,0.170,0.117,0.110,0.110,0.092,0.163,0.142,0.105,0.114,0.095,0.085,0.023,0.100,0.130,0.113
57172,HD101930,5164,4.4,0.130,0.275,0.207,0.235,0.141,0.106,0.343,0.107,0.240,0.240,0.519,0.161,0.070,0.198,0.337,0.156
57291,HD102117,5657,4.31,0.280,0.355,0.313,0.355,0.315,0.255,0.360,0.390,0.322,0.326,0.386,0.281,0.270,0.343,0.401,0.325
57321,HD102136,5349,4.43,-0.090,-0.065,-0.097,-0.095,-0.060,-0.071,-0.053,-0.138,-0.025,-0.130,0.043,-0.066,-0.097,-0.043,-0.064,-0.125
57360,HD102200,6185,4.59,-1.100,-1.240,-0.933,99.990,-0.978,-0.835,99.990,-1.106,-0.823,-0.853,-0.890,-1.017,-1.080,-1.457,-1.270,-1.167
57433,HD102300,5987,4.23,-0.310,-0.235,-0.220,-0.310,-0.247,-0.228,-0.147,-0.260,-0.244,-0.235,-0.323,-0.332,-0.267,-0.433,-0.297,-0.343
57443,HD102365,5629,4.44,-0.290,-0.220,-0.203,-0.160,-0.198,-0.205,-0.200,-0.135,-0.153,-0.148,-0.196,-0.254,-0.287,-0.418,-0.217,-0.283
57507,HD102438,5560,4.41,-0.290,-0.240,-0.190,-0.170,-0.232,-0.212,-0.210,-0.258,-0.190,-0.234,-0.221,-0.260,-0.270,-0.373,-0.250,-0.293
57735,HD102843,5432,4.35,0.160,0.140,0.210,0.270,0.187,0.128,0.243,0.183,0.255,0.182,0.351,0.177,0.113,0.208,0.273,0.176
57931,HD103197,5250,4.45,0.220,0.330,0.243,0.265,0.241,0.152,0.380,0.237,0.297,0.287,0.574,0.222,0.210,0.288,0.433,0.251
58237,HD103720,5017,4.43,-0.020,0.020,-0.073,0.040,0.001,-0.022,0.093,-0.068,0.066,-0.027,0.320,0.007,-0.043,-0.035,0.003,-0.033
58331,HD103891,6072,4.05,-0.190,-0.155,-0.153,-0.210,-0.127,-0.106,-0.123,-0.117,-0.125,-0.102,-0.195,-0.213,-0.180,-0.263,-0.240,-0.218
58374,HD103949,4881,4.48,-0.070,0.090,-0.063,0.100,-0.063,-0.088,0.357,-0.112,0.190,-0.082,0.513,-0.018,-0.127,-0.078,0.087,-0.040
58401,HD104006,5023,4.56,-0.780,-0.650,-0.470,-0.415,-0.551,-0.560,-0.463,-0.597,-0.343,-0.538,-0.349,-0.698,-0.670,-0.963,-0.626,-0.752
58451,HD104067,4969,4.47,-0.060,0.080,-0.017,0.055,-0.033,0.006,0.217,-0.092,0.081,-0.060,0.361,-0.017,-0.060,-0.083,0.047,-0.049
58558,HD104263,5477,4.34,0.020,0.030,0.137,0.155,0.071,0.035,0.113,0.078,0.138,0.083,0.180,0.034,-0.040,0.065,0.127,0.040
58813,HD104760A,5953,4.43,0.120,0.165,0.110,0.135,0.106,0.123,0.130,0.137,0.094,0.136,0.125,0.127,0.120,0.133,0.129,0.135
58843,HD104800,5697,4.47,-0.790,-0.690,-0.483,-0.550,-0.543,-0.515,-0.570,-0.647,-0.511,-0.512,-0.691,-0.783,-0.693,-1.050,-0.683,-0.779
58950,HD104982,5692,4.44,-0.190,-0.165,-0.120,-0.115,-0.169,-0.149,-0.143,-0.155,-0.134,-0.173,-0.171,-0.188,-0.200,-0.305,-0.173,-0.199
58962,HD105004,5756,4.33,-0.810,-0.900,-0.697,-0.865,-0.719,-0.663,-0.710,-0.838,-0.719,-0.743,-0.868,-0.829,-0.763,-1.088,-0.682,-0.873
59296,HD105671,4748,4.42,-0.020,0.080,-0.050,0.230,-0.032,0.044,0.520,-0.060,0.224,-0.088,0.513,0.041,-0.090,-0.183,0.143,0.016
59357,HD105779,5792,4.51,-0.250,-0.225,-0.217,-0.215,-0.220,-0.205,-0.187,-0.233,-0.198,-0.227,-0.254,-0.251,-0.250,-0.333,-0.261,-0.262
59380,HD105837,5907,4.54,-0.510,-0.450,-0.430,-0.520,-0.441,-0.434,-0.450,-0.385,-0.439,-0.427,-0.501,-0.531,-0.527,-0.628,-0.517,-0.513
59448,HD105938,6208,4.27,0.030,-0.035,0.033,0.040,0.066,0.072,-0.110,0.122,0.098,0.123,0.044,0.030,0.023,-0.055,-0.011,0.034
59532,HD106116,5680,4.39,0.140,0.205,0.160,0.185,0.150,0.118,0.197,0.202,0.175,0.168,0.197,0.154,0.097,0.208,0.200,0.174
59639,HD106275,5059,4.47,-0.090,0.000,-0.100,0.025,-0.065,-0.117,0.080,-0.032,0.036,0.033,0.284,-0.099,-0.093,-0.103,-0.014,-0.078
59642,HD106290,6012,4.55,0.130,0.180,0.043,0.145,0.139,0.124,0.153,0.140,0.116,0.138,0.153,0.109,0.157,0.165,0.074,0.141
7978,HD10647,6218,4.62,0.000,-0.095,-0.073,-0.130,-0.019,0.028,0.010,-0.005,0.033,0.012,-0.039,-0.001,0.050,-0.045,-0.116,-0.051
59793,HD106589,5597,4.37,-0.230,-0.220,-0.163,-0.075,-0.189,-0.169,-0.253,-0.115,-0.183,-0.173,-0.218,-0.231,-0.123,-0.268,-0.220,-0.248
8102,HD10700,5310,4.44,-0.520,-0.445,-0.283,-0.270,-0.364,-0.363,-0.333,-0.413,-0.253,-0.350,-0.308,-0.500,-0.517,-0.673,-0.410,-0.513
60051,HD107094,5562,4.54,-0.510,-0.430,-0.457,-0.450,-0.459,-0.431,-0.463,-0.503,-0.399,-0.468,-0.460,-0.490,-0.457,-0.618,-0.506,-0.533
60081,HD107148,5805,4.4,0.310,0.475,0.307,0.340,0.296,0.277,0.390,0.387,0.328,0.330,0.384,0.308,0.323,0.398,0.407,0.371
60591,HD108063,6081,4.11,0.550,1.010,0.537,0.590,0.586,0.478,0.623,0.742,0.543,0.613,0.609,0.514,0.610,0.688,0.640,0.619
60644,HD108147,6260,4.47,0.180,0.105,0.097,0.055,0.174,0.193,0.180,0.195,0.190,0.163,0.247,0.169,0.147,0.108,0.096,0.152
60729,HD108309,5775,4.23,0.120,0.185,0.153,0.170,0.145,0.114,0.177,0.178,0.142,0.148,0.138,0.134,0.107,0.138,0.166,0.135
60788,HD108341,5122,4.45,0.040,0.080,0.027,0.120,0.085,-0.026,0.177,0.052,0.141,0.042,0.403,0.029,0.020,0.070,0.181,0.070
60853,HD108564,4818,4.67,-0.970,-0.835,-0.727,-0.630,-0.853,-0.691,-0.400,-0.878,-0.431,-0.818,-0.305,-0.843,-1.015,-1.173,-0.771,-0.969
60973,HD108768,5633,4.45,0.140,0.175,0.100,0.130,0.118,0.120,0.140,0.158,0.158,0.117,0.213,0.147,0.127,0.218,0.195,0.146
61097,HD108935,4724,4.3,0.020,0.190,0.100,0.295,0.009,0.122,0.677,0.077,0.328,0.062,0.614,0.074,-0.167,0.003,0.231,0.039
8232,HD10895,5685,4.52,-0.270,-0.315,-0.257,-0.400,-0.279,-0.217,-0.260,-0.327,-0.215,-0.305,-0.289,-0.253,-0.270,-0.340,-0.289,-0.323
61173,HD109098,5888,4.14,0.060,0.130,0.097,0.095,0.094,0.058,0.210,0.142,0.092,0.114,0.071,0.044,0.113,0.113,0.079,0.079
61291,HD109200,5134,4.51,-0.310,-0.295,-0.210,-0.135,-0.253,-0.255,-0.150,-0.300,-0.138,-0.323,0.011,-0.265,-0.313,-0.370,-0.249,-0.332
61300,HD109271,5783,4.28,0.100,0.030,0.103,0.130,0.081,0.111,0.110,0.132,0.118,0.120,0.100,0.099,0.067,0.073,0.090,0.074
61323,HD109310,5922,4.55,-0.510,-0.440,-0.387,-0.470,-0.429,-0.425,-0.440,-0.422,-0.421,-0.408,-0.505,-0.522,-0.457,-0.633,-0.497,-0.513
61363,HD109368,4651,4.36,-0.230,-0.085,-0.197,-0.080,-0.290,-0.096,0.240,-0.312,0.024,-0.270,0.280,-0.160,-0.400,-0.353,-0.203,-0.258
61379,HD109409,5886,4.16,0.330,0.485,0.317,0.350,0.335,0.273,0.407,0.423,0.334,0.358,0.383,0.325,0.217,0.413,0.443,0.395
61391,HD109423,5074,4.44,-0.070,-0.050,-0.093,-0.020,-0.023,-0.049,0.037,-0.132,0.051,-0.072,0.238,-0.049,-0.043,-0.115,-0.011,-0.100
61539,HD109684,5992,4.38,-0.340,-0.315,-0.300,-0.385,-0.265,-0.246,-0.257,-0.262,-0.267,-0.237,-0.334,-0.335,-0.300,-0.460,-0.330,-0.362
61580,HD109723,5647,4.47,-0.040,-0.160,-0.067,-0.115,-0.104,0.002,-0.130,-0.102,-0.011,-0.100,-0.005,-0.019,-0.050,-0.055,-0.121,-0.117
61743,HD109988,5193,4.46,0.140,0.310,0.177,0.275,0.214,0.119,0.333,0.193,0.230,0.147,0.525,0.136,0.103,0.220,0.361,0.220
61940,HD110291,5480,4.38,-0.020,-0.020,-0.003,0.030,-0.037,-0.013,0.003,-0.007,0.026,-0.032,0.078,-0.013,0.027,0.010,0.036,-0.020
62057,HD110557,5267,4.36,-0.060,-0.045,-0.023,0.015,-0.048,-0.038,0.013,-0.070,0.036,-0.053,0.169,-0.043,-0.097,-0.023,0.000,-0.070
62107,HD110619,5613,4.51,-0.410,-0.330,-0.320,-0.320,-0.353,-0.346,-0.337,-0.355,-0.297,-0.353,-0.353,-0.392,-0.363,-0.538,-0.369,-0.419
62127,HD110668,5850,4.45,0.170,0.265,0.157,0.220,0.205,0.168,0.217,0.253,0.156,0.218,0.218,0.161,0.210,0.233,0.241,0.215
62345,HD111031,5801,4.39,0.270,0.395,0.273,0.315,0.286,0.225,0.363,0.365,0.297,0.293,0.347,0.285,0.217,0.375,0.374,0.331
62534,HD111232,5460,4.43,-0.430,-0.290,-0.157,-0.120,-0.247,-0.239,-0.260,-0.250,-0.133,-0.195,-0.218,-0.394,-0.220,-0.548,-0.294,-0.395
62607,HD111515,5398,4.47,-0.610,-0.530,-0.350,-0.360,-0.451,-0.449,-0.467,-0.477,-0.366,-0.433,-0.453,-0.577,-0.537,-0.790,-0.507,-0.608
62661,HD111564,6004,4.37,0.070,0.115,0.087,0.050,0.066,0.068,0.110,0.113,0.060,0.093,0.046,0.054,0.057,0.065,0.057,0.072
62809,HD111777,5666,4.46,-0.680,-0.575,-0.357,-0.455,-0.467,-0.465,-0.485,-0.507,-0.421,-0.432,-0.571,-0.673,-0.630,-0.900,-0.563,-0.660
62979,HD112100,5081,4.44,-0.160,-0.065,-0.090,-0.035,-0.143,-0.122,0.027,-0.158,0.041,-0.150,0.280,-0.122,-0.203,-0.160,-0.050,-0.164
8548,HD11226,6098,4.35,0.040,0.105,0.047,0.010,0.059,0.056,0.093,0.073,0.026,0.065,0.018,0.027,0.037,0.033,0.037,0.054
63099,HD112283,6433,4.84,-0.130,-0.185,-0.227,-0.455,-0.164,-0.079,0.210,-0.078,-0.052,0.052,-0.043,-0.121,-0.177,-0.263,-0.129,-0.208
64109,HD112540,5523,4.52,-0.170,-0.160,-0.197,-0.115,-0.167,-0.123,-0.150,-0.185,-0.091,-0.114,-0.095,-0.142,-0.153,-0.198,-0.173,-0.194
63548,HD113101,5456,4.37,-0.070,-0.030,0.093,0.100,-0.018,-0.047,0.033,0.027,0.084,-0.007,0.108,-0.063,-0.057,-0.140,0.060,-0.073
63995,HD113513,5751,4.54,0.170,0.085,-0.020,0.315,0.072,0.125,0.180,0.067,0.220,0.118,0.160,0.225,0.250,0.255,0.190,0.108
63831,HD113569,4994,4.41,-0.220,-0.105,-0.187,-0.100,-0.240,-0.168,-0.033,-0.233,-0.013,-0.248,0.251,-0.170,-0.200,-0.203,-0.137,-0.219
63918,HD113679,5768,4.26,-0.610,-0.520,-0.323,-0.375,-0.365,-0.335,-0.375,-0.488,-0.290,-0.283,-0.503,-0.598,-0.570,-0.870,-0.463,-0.580
8674,HD11397,5564,4.46,-0.540,-0.435,-0.303,-0.285,-0.407,-0.390,-0.357,-0.403,-0.283,-0.360,-0.415,-0.513,-0.453,-0.785,-0.451,-0.547
64125,HD114076,5069,4.32,-0.470,-0.435,-0.337,-0.295,-0.396,-0.398,-0.377,-0.462,-0.262,-0.402,-0.200,-0.424,-0.443,-0.533,-0.436,-0.496
64295,HD114386,4910,4.39,-0.070,0.080,-0.013,0.135,-0.075,-0.007,0.393,-0.040,0.236,-0.103,0.571,-0.017,-0.177,-0.055,0.060,-0.068
64384,HD114561,5829,4.5,-0.070,-0.080,-0.097,-0.080,-0.088,-0.072,-0.097,-0.038,-0.036,-0.045,-0.054,-0.071,-0.043,-0.098,-0.060,-0.082
64408,HD114613,5729,3.97,0.190,0.310,0.210,0.230,0.219,0.183,0.247,0.263,0.194,0.220,0.240,0.203,0.167,0.280,0.256,0.242
64459,HD114729,5844,4.19,-0.280,-0.290,-0.113,-0.180,-0.199,-0.170,-0.187,-0.165,-0.152,-0.133,-0.253,-0.277,-0.267,-0.400,-0.269,-0.295
64475,HD114747,5172,4.44,0.210,0.525,0.327,0.385,0.315,0.175,0.523,0.363,0.331,0.194,0.660,0.224,0.170,0.288,0.510,0.297
64457,HD114783,5133,4.42,0.030,0.205,0.127,0.155,0.066,0.051,0.257,0.102,0.172,0.012,0.431,0.068,-0.013,0.053,0.236,0.067
64550,HD114853,5705,4.44,-0.230,-0.260,-0.147,-0.160,-0.197,-0.151,-0.150,-0.190,-0.155,-0.190,-0.209,-0.218,-0.233,-0.318,-0.227,-0.251
8798,HD11505,5752,4.38,-0.220,-0.165,-0.023,-0.020,-0.101,-0.102,-0.100,-0.068,-0.033,-0.020,-0.118,-0.214,-0.197,-0.350,-0.136,-0.204
64783,HD115341,6058,4.55,-0.010,0.010,-0.053,-0.080,-0.030,0.037,0.023,0.008,0.017,0.012,0.003,-0.009,0.010,-0.048,-0.075,-0.037
65758,HD115499,5542,4.45,0.070,0.015,0.020,0.025,0.029,0.127,0.057,-0.020,0.084,0.038,0.130,0.113,0.107,0.123,0.067,0.036
65036,HD115585,5711,4.27,0.350,0.590,0.383,0.400,0.368,0.273,0.440,0.482,0.368,0.368,0.456,0.356,0.290,0.425,0.470,0.391
64924,HD115617,5558,4.36,-0.020,-0.005,0.053,0.075,0.010,0.063,0.040,0.014,0.055,0.013,0.073,-0.001,-0.047,0.005,0.021,-0.010
65302,HD115674,5649,4.48,-0.170,-0.175,-0.173,-0.160,-0.176,-0.132,-0.160,-0.195,-0.128,-0.160,-0.160,-0.159,-0.207,-0.235,-0.193,-0.201
65046,HD115773,6312,4.23,-0.080,-0.070,-0.073,-0.165,-0.056,-0.020,-0.050,-0.008,-0.010,-0.012,-0.080,-0.119,-0.067,-0.220,-0.163,-0.131
65078,HD115902,5705,4.39,-0.010,0.025,0.043,0.035,-0.007,0.005,0.043,0.062,0.016,0.010,0.016,-0.026,0.003,-0.040,0.050,-0.005
8830,HD11608,4959,4.32,0.220,0.395,0.160,0.480,0.268,0.180,0.660,0.287,0.418,0.220,0.781,0.249,0.213,0.265,0.446,0.240
65275,HD116259,5700,4.21,0.110,0.175,0.237,0.240,0.155,0.133,0.210,0.220,0.187,0.182,0.213,0.127,0.083,0.105,0.221,0.139
65433,HD116284,5213,3.87,-0.010,0.015,-0.010,0.110,0.013,0.019,0.040,0.037,0.077,0.067,0.223,0.006,-0.003,0.058,0.107,-0.012
65356,HD116410,5939,4.43,0.230,0.330,0.190,0.205,0.227,0.213,0.277,0.244,0.206,0.202,0.256,0.238,0.197,0.253,0.259,0.245
8881,HD11683,5007,4.42,-0.210,-0.245,-0.130,-0.070,-0.246,-0.142,-0.037,-0.192,-0.017,-0.203,0.193,-0.207,-0.303,-0.308,-0.146,-0.247
65574,HD116858,4990,4.52,-0.210,-0.170,-0.217,-0.105,-0.189,-0.163,-0.007,-0.213,-0.040,-0.202,0.195,-0.189,-0.243,-0.273,-0.119,-0.218
65626,HD116883,4902,4.36,-0.200,-0.230,-0.183,-0.150,-0.193,-0.155,-0.067,-0.257,-0.036,-0.247,0.194,-0.196,-0.240,-0.235,-0.181,-0.237
65602,HD116920,5015,4.46,-0.230,-0.165,-0.223,-0.095,-0.237,-0.165,-0.043,-0.240,-0.060,-0.237,0.181,-0.174,-0.237,-0.255,-0.164,-0.238
65636,HD116963,4735,4.43,-0.060,-0.120,-0.140,0.175,-0.095,0.053,0.373,-0.092,0.180,-0.033,0.556,-0.042,-0.130,-0.163,-0.010,-0.090
1275,HD1171,5293,4.47,-0.530,-0.515,-0.437,-0.450,-0.441,-0.462,-0.380,-0.454,-0.374,-0.515,-0.384,-0.509,-0.587,-0.603,-0.431,-0.560
65737,HD117105,5889,4.41,-0.290,-0.285,-0.157,-0.210,-0.219,-0.199,-0.183,-0.188,-0.187,-0.170,-0.273,-0.292,-0.280,-0.440,-0.301,-0.314
65808,HD117207,5667,4.32,0.220,0.300,0.227,0.250,0.234,0.172,0.227,0.223,0.223,0.252,0.288,0.231,0.110,0.310,0.284,0.246
65986,HD117359,5246,4.43,-0.130,-0.165,-0.073,-0.050,-0.107,-0.125,-0.033,-0.115,-0.026,-0.123,0.074,-0.122,-0.117,-0.103,-0.111,-0.143
66047,HD117618,5990,4.41,0.030,0.085,0.037,0.025,0.042,0.048,0.083,0.063,0.030,0.054,0.009,0.023,0.073,-0.008,0.033,0.039
66219,HD117938,4738,4.27,-0.130,0.080,-0.210,-0.040,-0.159,-0.029,0.180,-0.237,0.070,-0.173,0.386,-0.095,-0.177,-0.173,-0.064,-0.144
66487,HD118466,5049,4.34,0.200,0.265,0.157,0.315,0.205,0.134,0.417,0.218,0.331,0.145,0.694,0.195,0.167,0.255,0.442,0.220
66547,HD118563,5477,4.45,-0.040,-0.055,-0.057,0.000,-0.063,-0.028,-0.037,-0.073,0.026,-0.035,0.021,-0.011,-0.063,-0.060,-0.033,-0.072
66815,HD119173,5779,4.26,-0.620,-0.640,-0.497,-0.725,-0.580,-0.510,-0.555,-0.605,-0.567,-0.558,-0.636,-0.628,-0.560,-0.835,-0.556,-0.685
66886,HD119291,4611,4.22,-0.100,0.350,-0.103,0.150,-0.083,0.073,0.640,-0.202,0.200,-0.227,0.510,-0.034,-0.283,-0.110,0.110,-0.054
8987,HD11938,4703,4.25,0.010,0.300,-0.053,0.215,0.097,0.162,0.523,0.015,0.226,-0.003,0.566,0.027,-0.043,0.000,0.170,0.054
66987,HD119503,4885,4.4,-0.040,0.020,-0.100,0.050,0.024,-0.045,0.170,-0.120,0.067,0.032,0.390,-0.032,-0.027,-0.100,0.027,-0.046
67125,HD119629,6250,4.17,-0.170,-0.260,-0.250,-0.245,-0.091,-0.071,-0.065,-0.107,-0.077,-0.078,-0.169,-0.192,-0.177,-0.245,-0.199,-0.189
67069,HD119638,6069,4.42,-0.150,-0.110,-0.140,-0.195,-0.119,-0.098,-0.063,-0.120,-0.120,-0.130,-0.175,-0.143,-0.157,-0.225,-0.169,-0.166
9094,HD11964A,5332,3.9,0.080,0.065,0.143,0.145,0.094,0.090,0.117,0.093,0.139,0.108,0.223,0.091,0.083,0.108,0.137,0.071
67237,HD119782,5160,4.44,-0.070,-0.025,-0.050,-0.005,-0.041,-0.036,0.010,-0.128,0.013,-0.050,0.199,-0.036,-0.073,-0.085,-0.024,-0.073
67240,HD119949,6359,4.47,-0.410,-0.375,-0.300,-0.520,-0.354,-0.306,-0.060,-0.215,-0.252,-0.262,-0.380,-0.423,-0.397,-0.535,-0.337,-0.410
67572,HD120344,5623,4.42,-0.190,-0.210,-0.123,-0.105,-0.165,-0.145,-0.113,-0.140,-0.117,-0.138,-0.158,-0.193,-0.187,-0.253,-0.166,-0.212
67837,HD120362,5517,4.51,0.100,-0.030,0.223,0.065,0.040,0.124,0.120,0.045,0.117,0.122,0.243,0.138,0.167,0.193,0.153,0.092
67601,HD120491,4680,4.49,-0.340,0.125,-0.270,-0.195,-0.402,-0.221,0.233,-0.338,-0.042,-0.315,0.263,-0.249,-0.447,-0.520,-0.214,-0.346
67863,HD121004,5687,4.48,-0.710,-0.605,-0.383,-0.490,-0.459,-0.438,-0.495,-0.568,-0.404,-0.415,-0.603,-0.678,-0.673,-0.980,-0.618,-0.695
68162,HD121504,6022,4.49,0.140,0.105,0.090,0.085,0.120,0.152,0.167,0.127,0.142,0.140,0.120,0.139,0.107,0.133,0.094,0.120
68598,HD122308,5253,4.44,-0.320,-0.310,-0.333,-0.215,-0.288,-0.274,-0.287,-0.348,-0.192,-0.323,-0.133,-0.278,-0.307,-0.355,-0.307,-0.360
68573,HD122474,5716,4.37,0.130,0.190,0.120,0.155,0.105,0.078,0.187,0.193,0.150,0.098,0.210,0.125,0.163,0.200,0.171,0.145
69090,HD122862,5982,4.23,-0.120,-0.075,-0.093,-0.125,-0.079,-0.072,-0.060,-0.048,-0.094,-0.055,-0.129,-0.122,-0.110,-0.145,-0.117,-0.121
68936,HD123265,5338,4.29,0.190,0.330,0.320,0.325,0.285,0.160,0.347,0.303,0.300,0.192,0.488,0.206,0.117,0.270,0.393,0.227
69074,HD123319,5619,4.56,-0.520,-0.440,-0.430,-0.400,-0.470,-0.430,-0.463,-0.468,-0.408,-0.455,-0.494,-0.506,-0.460,-0.638,-0.507,-0.550
9404,HD12345,5395,4.44,-0.210,-0.170,-0.150,-0.100,-0.174,-0.183,-0.153,-0.173,-0.117,-0.165,-0.084,-0.190,-0.190,-0.195,-0.161,-0.205
69143,HD123619,6166,4.45,-0.320,-0.285,-0.273,-0.565,-0.266,-0.238,99.990,-0.188,-0.297,-0.213,-0.408,-0.327,-0.290,-0.415,-0.244,-0.334
69202,HD123651,5926,4.55,-0.480,-0.415,-0.373,-0.440,-0.423,-0.401,-0.280,-0.405,-0.417,-0.383,-0.463,-0.481,-0.440,-0.600,-0.496,-0.497
1292,HD1237,5514,4.5,0.070,0.065,0.017,-0.005,0.065,0.105,0.073,0.027,0.073,0.043,0.160,0.112,0.050,0.095,0.048,0.054
9381,HD12387,5700,4.39,-0.240,-0.120,-0.043,-0.020,-0.107,-0.131,-0.077,-0.065,-0.060,-0.073,-0.114,-0.225,-0.197,-0.360,-0.113,-0.206
69357,HD124106,5106,4.49,-0.170,-0.160,-0.187,-0.105,-0.139,-0.151,-0.070,-0.195,-0.066,-0.172,0.100,-0.143,-0.200,-0.238,-0.139,-0.199
69414,HD124292,5443,4.37,-0.130,-0.060,-0.040,-0.030,-0.080,-0.097,-0.060,-0.093,-0.040,-0.102,-0.009,-0.101,-0.153,-0.118,-0.057,-0.114
69570,HD124364,5584,4.48,-0.270,-0.280,-0.217,-0.245,-0.246,-0.226,-0.267,-0.283,-0.210,-0.258,-0.240,-0.260,-0.253,-0.355,-0.280,-0.309
69780,HD124785,5867,4.2,-0.560,-0.410,-0.240,-0.325,-0.319,-0.321,-0.315,-0.325,-0.270,-0.255,-0.416,-0.552,-0.507,-0.783,-0.440,-0.527
69972,HD125072,5007,4.56,0.180,0.465,0.210,0.465,0.191,0.134,0.673,0.308,0.340,0.220,0.706,0.199,0.147,0.195,0.439,0.242
69881,HD125184,5680,4.1,0.270,0.310,0.313,0.315,0.288,0.247,0.343,0.327,0.299,0.333,0.345,0.291,0.197,0.325,0.367,0.298
70610,HD125271,4779,4.33,-0.220,-0.100,-0.200,-0.015,-0.270,-0.161,0.187,-0.277,0.030,-0.205,0.366,-0.154,-0.303,-0.285,-0.170,-0.210
70016,HD125455,5162,4.52,-0.180,-0.110,-0.137,-0.050,-0.149,-0.165,-0.033,-0.150,-0.033,-0.177,0.151,-0.164,-0.200,-0.190,-0.097,-0.180
70049,HD125522,4839,4.45,-0.460,-0.260,-0.420,-0.280,-0.420,-0.337,-0.103,-0.517,-0.155,-0.467,0.108,-0.389,-0.533,-0.525,-0.323,-0.453
70170,HD125595,4691,4.17,0.080,0.385,0.127,0.355,0.076,0.179,0.650,0.102,0.300,-0.035,0.670,0.086,-0.037,0.138,0.301,0.159
70123,HD125612,5913,4.43,0.240,0.220,0.207,0.225,0.229,0.230,0.277,0.268,0.252,0.242,0.265,0.242,0.177,0.263,0.233,0.246
70459,HD125881,6036,4.49,0.060,0.050,0.020,0.015,0.065,0.087,0.133,0.067,0.071,0.070,0.056,0.074,0.027,0.000,0.030,0.054
9553,HD12617,4890,4.46,0.100,0.285,0.080,0.285,0.126,0.113,0.467,0.127,0.234,0.112,0.606,0.107,0.080,0.092,0.291,0.161
70695,HD126525,5638,4.37,-0.100,-0.030,-0.033,-0.025,-0.057,-0.068,-0.033,-0.080,-0.041,-0.067,-0.050,-0.074,-0.113,-0.093,-0.047,-0.083
70681,HD126681,5570,4.7,-1.150,-1.285,-0.840,-0.990,-0.784,-0.828,-1.020,-1.076,-0.844,-0.890,-1.080,-1.131,-1.013,-1.510,-1.150,-1.155
70922,HD126793,5904,4.43,-0.710,-0.580,-0.383,-0.720,-0.455,-0.438,-0.430,-0.540,-0.411,-0.410,-0.548,-0.703,-0.657,-0.968,-0.573,-0.686
70829,HD126803,5470,4.48,-0.610,-0.510,-0.360,-0.325,-0.433,-0.422,-0.417,-0.452,-0.327,-0.352,-0.457,-0.586,-0.507,-0.823,-0.489,-0.592
70756,HD126829,4726,4.51,-0.140,-0.030,-0.210,0.005,-0.166,-0.088,0.283,-0.232,0.087,-0.097,0.330,-0.097,-0.297,-0.248,-0.070,-0.149
71001,HD127124,5079,4.43,-0.040,0.030,-0.057,0.035,0.004,0.003,0.100,-0.123,0.062,-0.038,0.316,0.003,-0.037,-0.045,0.020,-0.045
71340,HD128113,4922,4.28,-0.170,-0.035,0.117,-0.025,-0.155,-0.161,0.023,-0.122,-0.020,-0.247,0.288,-0.166,-0.197,-0.188,-0.054,-0.165
71470,HD128340,6259,4.64,-0.550,-0.400,-0.487,-0.565,-0.500,-0.458,99.990,-0.452,-0.468,-0.450,-0.453,-0.571,-0.527,-0.663,-0.517,-0.541
